Walk_Speed,Sex,Walkway_width_category
53.65968463,Female,Entebbe
53.65968463,Female,Entebbe
53.64705882,Female,Entebbe
53.59661495,Female,Entebbe
53.50856606,Female,Entebbe
47.96970335,Female,Entebbe
45.68222801,Female,Entebbe
109.2100473,Male,Hoima
109.1305929,Male,Hoima
109.1305929,Male,Hoima
109.0116279,Male,Hoima
107.9913607,Male,Hoima
102.2146508,Male,Hoima
100.1335113,Male,Hoima
100.1001001,Male,Hoima
100.0667111,Male,Hoima
100.0667111,Male,Hoima
100.0333444,Male,Hoima
100,Male,Hoima
100,Male,Hoima
100,Male,Hoima
100,Male,Hoima
99.96667777,Male,Hoima
99.96667777,Male,Hoima
99.96667777,Male,Hoima
99.96667777,Male,Hoima
99.93337775,Male,Hoima
99.93337775,Male,Hoima
99.9000999,Male,Hoima
99.86684421,Male,Hoima
99.76720984,Male,Hoima
99.27200529,Male,Hoima
96.96186167,Male,Hoima
96.61835749,Male,Hoima
92.76437848,Male,Hoima
92.36453202,Male,Hoima
92.33610342,Male,Hoima
92.33610342,Male,Hoima
92.33610342,Male,Hoima
92.33610342,Male,Hoima
92.30769231,Male,Hoima
92.30769231,Male,Hoima
92.30769231,Male,Hoima
92.27929868,Male,Hoima
92.27929868,Male,Hoima
92.25092251,Male,Hoima
92.22256379,Male,Hoima
92.1942225,Male,Hoima
92.1942225,Male,Hoima
92.1942225,Male,Hoima
92.16589862,Male,Hoima
92.13759214,Male,Hoima
92.13759214,Male,Hoima
86.50519031,Male,Hoima
85.91065292,Male,Hoima
85.88605783,Male,Hoima
85.86147682,Male,Hoima
85.86147682,Male,Hoima
85.81235698,Male,Hoima
85.81235698,Male,Hoima
85.78781813,Male,Hoima
85.78781813,Male,Hoima
85.78781813,Male,Hoima
85.78781813,Male,Hoima
85.78781813,Male,Hoima
85.78781813,Male,Hoima
85.78781813,Male,Hoima
85.76329331,Male,Hoima
85.76329331,Male,Hoima
85.76329331,Male,Hoima
85.73878251,Male,Hoima
85.73878251,Male,Hoima
85.71428571,Male,Hoima
85.71428571,Male,Hoima
85.71428571,Male,Hoima
85.71428571,Male,Hoima
85.71428571,Male,Hoima
85.71428571,Male,Hoima
85.68980291,Male,Hoima
85.68980291,Male,Hoima
85.68980291,Male,Hoima
85.68980291,Male,Hoima
85.68980291,Male,Hoima
85.68980291,Male,Hoima
85.66533409,Male,Hoima
85.66533409,Male,Hoima
85.66533409,Male,Hoima
85.64087925,Male,Hoima
85.64087925,Male,Hoima
85.64087925,Male,Hoima
85.22727273,Male,Hoima
85.20306731,Male,Hoima
84.93771234,Male,Hoima
80.68854223,Male,Hoima
80.21390374,Male,Hoima
80.14961261,Male,Hoima
80.12820513,Male,Hoima
80.10680908,Male,Hoima
80.10680908,Male,Hoima
80.10680908,Male,Hoima
80.08542445,Male,Hoima
80.08542445,Male,Hoima
80.06405124,Male,Hoima
80.04268943,Male,Hoima
80.04268943,Male,Hoima
80.02133902,Male,Hoima
80.02133902,Male,Hoima
80.02133902,Male,Hoima
80,Male,Hoima
80,Male,Hoima
80,Male,Hoima
79.97867235,Male,Hoima
79.97867235,Male,Hoima
79.97867235,Male,Hoima
79.97867235,Male,Hoima
79.95735608,Male,Hoima
79.95735608,Male,Hoima
79.95735608,Male,Hoima
79.95735608,Male,Hoima
79.93605116,Male,Hoima
79.93605116,Male,Hoima
79.91475759,Male,Hoima
79.89347537,Male,Hoima
79.89347537,Male,Hoima
79.87220447,Male,Hoima
79.36507937,Male,Hoima
75.18796992,Male,Hoima
75.1503006,Male,Hoima
75.09386733,Male,Hoima
75.07507508,Male,Hoima
75.07507508,Male,Hoima
75.05629222,Male,Hoima
75.05629222,Male,Hoima
75.05629222,Male,Hoima
75.03751876,Male,Hoima
75.03751876,Male,Hoima
75.03751876,Male,Hoima
75.03751876,Male,Hoima
75.03751876,Male,Hoima
75.01875469,Male,Hoima
74.98125469,Male,Hoima
74.98125469,Male,Hoima
74.98125469,Male,Hoima
74.96251874,Male,Hoima
74.94379216,Male,Hoima
74.94379216,Male,Hoima
74.92507493,Male,Hoima
74.92507493,Male,Hoima
74.90636704,Male,Hoima
74.90636704,Male,Hoima
73.67387033,Male,Hoima
72.28915663,Male,Hoima
72.11538462,Male,Hoima
71.53075823,Male,Hoima
70.65473387,Male,Hoima
70.62146893,Male,Hoima
70.62146893,Male,Hoima
70.62146893,Male,Hoima
70.62146893,Male,Hoima
70.6048482,Male,Hoima
70.6048482,Male,Hoima
70.6048482,Male,Hoima
70.6048482,Male,Hoima
70.6048482,Male,Hoima
70.6048482,Male,Hoima
70.58823529,Male,Hoima
70.58823529,Male,Hoima
70.58823529,Male,Hoima
70.58823529,Male,Hoima
70.58823529,Male,Hoima
70.5716302,Male,Hoima
70.5716302,Male,Hoima
70.5716302,Male,Hoima
70.5716302,Male,Hoima
70.5716302,Male,Hoima
70.5716302,Male,Hoima
70.55503293,Male,Hoima
70.55503293,Male,Hoima
70.55503293,Male,Hoima
70.55503293,Male,Hoima
70.53844345,Male,Hoima
70.53844345,Male,Hoima
70.52186178,Male,Hoima
70.52186178,Male,Hoima
70.52186178,Male,Hoima
70.5052879,Male,Hoima
70.5052879,Male,Hoima
70.5052879,Male,Hoima
70.4887218,Male,Hoima
70.20828458,Male,Hoima
70.20828458,Male,Hoima
70.14262333,Male,Hoima
70.14262333,Male,Hoima
67.99637353,Male,Hoima
67.00915792,Male,Hoima
66.74082314,Male,Hoima
66.72597865,Male,Hoima
66.71114076,Male,Hoima
66.71114076,Male,Hoima
66.66666667,Male,Hoima
66.65185514,Male,Hoima
66.6370502,Male,Hoima
66.6370502,Male,Hoima
66.62225183,Male,Hoima
66.60746004,Male,Hoima
66.60746004,Male,Hoima
66.54835847,Male,Hoima
66.25441696,Male,Hoima
66.21054955,Male,Hoima
66.16674019,Male,Hoima
63.84337093,Male,Hoima
63.80263718,Male,Hoima
63.18449874,Male,Hoima
63.18449874,Male,Hoima
63.18449874,Male,Hoima
63.18449874,Male,Hoima
63.17119394,Male,Hoima
63.17119394,Male,Hoima
63.17119394,Male,Hoima
63.15789474,Male,Hoima
63.09148265,Male,Hoima
60.04803843,Male,Hoima
59.9760096,Male,Hoima
59.95203837,Male,Hoima
59.9280863,Male,Hoima
58.1733566,Male,Hoima
100,Female,Hoima
92.33610342,Female,Hoima
92.10930304,Female,Hoima
85.98452279,Female,Hoima
85.76329331,Female,Hoima
85.73878251,Female,Hoima
85.73878251,Female,Hoima
85.71428571,Female,Hoima
85.66533409,Female,Hoima
85.66533409,Female,Hoima
85.61643836,Female,Hoima
85.59201141,Female,Hoima
85.3970965,Female,Hoima
85.2514919,Female,Hoima
80.17103153,Female,Hoima
80.08542445,Female,Hoima
80.08542445,Female,Hoima
80.06405124,Female,Hoima
80.04268943,Female,Hoima
80.04268943,Female,Hoima
80.02133902,Female,Hoima
80.02133902,Female,Hoima
80.02133902,Female,Hoima
80.02133902,Female,Hoima
80,Female,Hoima
80,Female,Hoima
80,Female,Hoima
79.97867235,Female,Hoima
79.97867235,Female,Hoima
79.95735608,Female,Hoima
79.95735608,Female,Hoima
79.95735608,Female,Hoima
79.93605116,Female,Hoima
79.91475759,Female,Hoima
79.91475759,Female,Hoima
79.57559682,Female,Hoima
79.55449483,Female,Hoima
79.51232441,Female,Hoima
79.4070937,Female,Hoima
75.3958281,Female,Hoima
75.24454477,Female,Hoima
75.16913054,Female,Hoima
75.112669,Female,Hoima
75.05629222,Female,Hoima
75.03751876,Female,Hoima
75.03751876,Female,Hoima
75.03751876,Female,Hoima
75.03751876,Female,Hoima
75.01875469,Female,Hoima
75.01875469,Female,Hoima
75,Female,Hoima
75,Female,Hoima
74.98125469,Female,Hoima
74.98125469,Female,Hoima
74.98125469,Female,Hoima
74.96251874,Female,Hoima
74.96251874,Female,Hoima
74.94379216,Female,Hoima
74.92507493,Female,Hoima
74.92507493,Female,Hoima
74.90636704,Female,Hoima
74.90636704,Female,Hoima
74.86897929,Female,Hoima
74.86897929,Female,Hoima
74.8502994,Female,Hoima
74.70119522,Female,Hoima
74.60830639,Female,Hoima
74.53416149,Female,Hoima
74.42322004,Female,Hoima
74.29420505,Female,Hoima
71.71886206,Female,Hoima
71.49666349,Female,Hoima
70.72135785,Female,Hoima
70.65473387,Female,Hoima
70.63809748,Female,Hoima
70.63809748,Female,Hoima
70.62146893,Female,Hoima
70.62146893,Female,Hoima
70.62146893,Female,Hoima
70.62146893,Female,Hoima
70.6048482,Female,Hoima
70.6048482,Female,Hoima
70.6048482,Female,Hoima
70.6048482,Female,Hoima
70.6048482,Female,Hoima
70.6048482,Female,Hoima
70.6048482,Female,Hoima
70.6048482,Female,Hoima
70.58823529,Female,Hoima
70.58823529,Female,Hoima
70.58823529,Female,Hoima
70.58823529,Female,Hoima
70.58823529,Female,Hoima
70.58823529,Female,Hoima
70.58823529,Female,Hoima
70.5716302,Female,Hoima
70.5716302,Female,Hoima
70.5716302,Female,Hoima
70.5716302,Female,Hoima
70.5716302,Female,Hoima
70.55503293,Female,Hoima
70.55503293,Female,Hoima
70.53844345,Female,Hoima
70.53844345,Female,Hoima
70.52186178,Female,Hoima
70.52186178,Female,Hoima
70.52186178,Female,Hoima
70.4887218,Female,Hoima
70.14262333,Female,Hoima
70.10983875,Female,Hoima
69.50880445,Female,Hoima
67.08407871,Female,Hoima
66.84491979,Female,Hoima
66.8002672,Female,Hoima
66.72597865,Female,Hoima
66.71114076,Female,Hoima
66.68148477,Female,Hoima
66.68148477,Female,Hoima
66.66666667,Female,Hoima
66.66666667,Female,Hoima
66.65185514,Female,Hoima
66.65185514,Female,Hoima
66.62225183,Female,Hoima
66.62225183,Female,Hoima
66.60746004,Female,Hoima
66.54835847,Female,Hoima
66.43046944,Female,Hoima
66.40106242,Female,Hoima
66.26905235,Female,Hoima
66.26905235,Female,Hoima
66.23978803,Female,Hoima
66.22516556,Female,Hoima
65.91957811,Female,Hoima
63.4115409,Female,Hoima
63.26444538,Female,Hoima
63.25110689,Female,Hoima
63.22444679,Female,Hoima
63.19780914,Female,Hoima
63.17119394,Female,Hoima
63.17119394,Female,Hoima
63.17119394,Female,Hoima
63.17119394,Female,Hoima
63.17119394,Female,Hoima
63.17119394,Female,Hoima
63.17119394,Female,Hoima
63.15789474,Female,Hoima
63.15789474,Female,Hoima
63.15789474,Female,Hoima
63.15789474,Female,Hoima
63.15789474,Female,Hoima
63.14460114,Female,Hoima
63.14460114,Female,Hoima
63.14460114,Female,Hoima
63.14460114,Female,Hoima
63.14460114,Female,Hoima
63.14460114,Female,Hoima
63.13131313,Female,Hoima
63.13131313,Female,Hoima
63.13131313,Female,Hoima
63.11803072,Female,Hoima
63.10475389,Female,Hoima
63.10475389,Female,Hoima
63.0517024,Female,Hoima
62.86672255,Female,Hoima
62.7090301,Female,Hoima
62.25357958,Female,Hoima
60.39863096,Female,Hoima
60.0720865,Female,Hoima
60.06006006,Female,Hoima
60.03602161,Female,Hoima
60.0120024,Female,Hoima
60.0120024,Female,Hoima
59.83246909,Female,Hoima
57.90387956,Female,Hoima
57.17552887,Female,Hoima
57.17552887,Female,Hoima
57.15374357,Female,Hoima
57.14285714,Female,Hoima
57.13197486,Female,Hoima
57.13197486,Female,Hoima
56.9259962,Female,Hoima
52.21023321,Female,Hoima
52.17391304,Female,Hoima
108.0864692,Male,Jinja
108.0864692,Male,Jinja
107.9568173,Male,Jinja
107.827476,Male,Jinja
105.799373,Male,Jinja
105.7165231,Male,Jinja
105.1811453,Male,Jinja
98.36065574,Male,Jinja
98.25327511,Male,Jinja
98.25327511,Male,Jinja
98.25327511,Male,Jinja
98.25327511,Male,Jinja
98.21753365,Male,Jinja
98.18181818,Male,Jinja
98.18181818,Male,Jinja
98.14612868,Male,Jinja
98.14612868,Male,Jinja
98.00362976,Male,Jinja
97.96806967,Male,Jinja
97.93253536,Male,Jinja
97.19222462,Male,Jinja
92.11873081,Male,Jinja
91.89925119,Male,Jinja
91.15462525,Male,Jinja
90.39169736,Male,Jinja
90.27081244,Male,Jinja
90.15025042,Male,Jinja
90.12016021,Male,Jinja
90.12016021,Male,Jinja
90.09009009,Male,Jinja
90.06004003,Male,Jinja
90.06004003,Male,Jinja
90.03001,Male,Jinja
90.03001,Male,Jinja
90,Male,Jinja
90,Male,Jinja
89.97001,Male,Jinja
89.97001,Male,Jinja
89.97001,Male,Jinja
89.94003997,Male,Jinja
89.94003997,Male,Jinja
89.94003997,Male,Jinja
89.94003997,Male,Jinja
89.91008991,Male,Jinja
89.85024958,Male,Jinja
89.85024958,Male,Jinja
89.7606383,Male,Jinja
89.67120558,Male,Jinja
89.37437934,Male,Jinja
89.31524975,Male,Jinja
89.28571429,Male,Jinja
89.22670192,Male,Jinja
89.10891089,Male,Jinja
89.10891089,Male,Jinja
88.72822872,Male,Jinja
88.06262231,Male,Jinja
87.35037205,Male,Jinja
87.2656755,Male,Jinja
86.87258687,Male,Jinja
85.30805687,Male,Jinja
84.08595453,Male,Jinja
83.53960396,Male,Jinja
83.41056534,Male,Jinja
83.28192474,Male,Jinja
83.23057953,Male,Jinja
83.20493066,Male,Jinja
83.1792976,Male,Jinja
83.15368032,Male,Jinja
83.15368032,Male,Jinja
83.15368032,Male,Jinja
83.15368032,Male,Jinja
83.12807882,Male,Jinja
83.12807882,Male,Jinja
83.12807882,Male,Jinja
83.10249307,Male,Jinja
83.10249307,Male,Jinja
83.10249307,Male,Jinja
83.10249307,Male,Jinja
83.07692308,Male,Jinja
83.07692308,Male,Jinja
83.07692308,Male,Jinja
83.05136881,Male,Jinja
83.02583026,Male,Jinja
83.02583026,Male,Jinja
83.02583026,Male,Jinja
83.00030741,Male,Jinja
83.00030741,Male,Jinja
83.00030741,Male,Jinja
82.97480025,Male,Jinja
82.97480025,Male,Jinja
82.94930876,Male,Jinja
82.94930876,Male,Jinja
82.89837274,Male,Jinja
82.89837274,Male,Jinja
82.87292818,Male,Jinja
82.87292818,Male,Jinja
82.69525268,Male,Jinja
82.61933905,Male,Jinja
82.56880734,Male,Jinja
82.51833741,Male,Jinja
82.49312557,Male,Jinja
82.34217749,Male,Jinja
81.4479638,Male,Jinja
81.4479638,Male,Jinja
81.12980769,Male,Jinja
79.74010632,Male,Jinja
79.36507937,Male,Jinja
79.08611599,Male,Jinja
78.32898172,Male,Jinja
77.89959608,Male,Jinja
77.85467128,Male,Jinja
77.67548907,Male,Jinja
77.60850819,Male,Jinja
77.5862069,Male,Jinja
77.45266781,Male,Jinja
77.40825688,Male,Jinja
77.36389685,Male,Jinja
77.27532914,Male,Jinja
77.25321888,Male,Jinja
77.25321888,Male,Jinja
77.23112128,Male,Jinja
77.20903632,Male,Jinja
77.20903632,Male,Jinja
77.20903632,Male,Jinja
77.18696398,Male,Jinja
77.18696398,Male,Jinja
77.18696398,Male,Jinja
77.18696398,Male,Jinja
77.16490426,Male,Jinja
77.16490426,Male,Jinja
77.16490426,Male,Jinja
77.14285714,Male,Jinja
77.14285714,Male,Jinja
77.14285714,Male,Jinja
77.14285714,Male,Jinja
77.12082262,Male,Jinja
77.12082262,Male,Jinja
77.12082262,Male,Jinja
77.12082262,Male,Jinja
77.09880069,Male,Jinja
77.09880069,Male,Jinja
77.07679132,Male,Jinja
77.07679132,Male,Jinja
77.07679132,Male,Jinja
77.05479452,Male,Jinja
77.05479452,Male,Jinja
77.05479452,Male,Jinja
77.03281027,Male,Jinja
77.03281027,Male,Jinja
77.01083856,Male,Jinja
76.98887938,Male,Jinja
76.98887938,Male,Jinja
76.94499858,Male,Jinja
76.92307692,Male,Jinja
76.85738685,Male,Jinja
76.83551508,Male,Jinja
76.81365576,Male,Jinja
76.70454545,Male,Jinja
76.66098807,Male,Jinja
76.66098807,Male,Jinja
76.63922793,Male,Jinja
76.63922793,Male,Jinja
76.63922793,Male,Jinja
76.61748014,Male,Jinja
76.59574468,Male,Jinja
76.55231075,Male,Jinja
76.55231075,Male,Jinja
76.55231075,Male,Jinja
76.53061224,Male,Jinja
76.50892604,Male,Jinja
76.42230399,Male,Jinja
74.79224377,Male,Jinja
73.99287476,Male,Jinja
73.8512035,Male,Jinja
73.6497545,Male,Jinja
73.56948229,Male,Jinja
72.77628032,Male,Jinja
72.19251337,Male,Jinja
72.17321572,Male,Jinja
72.17321572,Male,Jinja
72.15392838,Male,Jinja
72.09612817,Male,Jinja
72.07688201,Male,Jinja
72.07688201,Male,Jinja
72.05764612,Male,Jinja
72.03842049,Male,Jinja
72.01920512,Male,Jinja
72,Male,Jinja
72,Male,Jinja
71.98080512,Male,Jinja
71.96162047,Male,Jinja
71.96162047,Male,Jinja
71.96162047,Male,Jinja
71.94244604,Male,Jinja
71.94244604,Male,Jinja
71.92328183,Male,Jinja
71.92328183,Male,Jinja
71.90412783,Male,Jinja
71.90412783,Male,Jinja
71.90412783,Male,Jinja
71.88498403,Male,Jinja
71.82761373,Male,Jinja
71.78941771,Male,Jinja
71.77033493,Male,Jinja
71.65605096,Male,Jinja
71.637039,Male,Jinja
71.61803714,Male,Jinja
71.59904535,Male,Jinja
71.58006363,Male,Jinja
71.54213037,Male,Jinja
71.54213037,Male,Jinja
71.52317881,Male,Jinja
71.50423729,Male,Jinja
71.46638433,Male,Jinja
71.39079852,Male,Jinja
71.35306554,Male,Jinja
70.92198582,Male,Jinja
70.64364207,Male,Jinja
70.09345794,Male,Jinja
70.00259269,Male,Jinja
69.64147537,Male,Jinja
69.05370844,Male,Jinja
68.94790603,Male,Jinja
68.89512631,Male,Jinja
68.77228732,Male,Jinja
68.31983806,Male,Jinja
68.01007557,Male,Jinja
67.5844806,Male,Jinja
67.56756757,Male,Jinja
67.53376688,Male,Jinja
67.51687922,Male,Jinja
67.51687922,Male,Jinja
67.51687922,Male,Jinja
67.51687922,Male,Jinja
67.48312922,Male,Jinja
67.48312922,Male,Jinja
67.46626687,Male,Jinja
67.43256743,Male,Jinja
67.39890165,Male,Jinja
67.36526946,Male,Jinja
67.36526946,Male,Jinja
67.33167082,Male,Jinja
67.33167082,Male,Jinja
67.33167082,Male,Jinja
67.31488407,Male,Jinja
67.24782067,Male,Jinja
67.13078071,Male,Jinja
67.11409396,Male,Jinja
67.08074534,Male,Jinja
67.03078451,Male,Jinja
66.98089804,Male,Jinja
66.69960474,Male,Jinja
66.6173205,Male,Jinja
65.93406593,Male,Jinja
65.88579795,Male,Jinja
65.45454545,Male,Jinja
63.64922207,Male,Jinja
63.60424028,Male,Jinja
63.55932203,Male,Jinja
63.52941176,Male,Jinja
63.52941176,Male,Jinja
63.52941176,Male,Jinja
63.48459911,Male,Jinja
63.48459911,Male,Jinja
63.48459911,Male,Jinja
63.43984962,Male,Jinja
63.42494715,Male,Jinja
63.42494715,Male,Jinja
63.29113924,Male,Jinja
63.26148079,Male,Jinja
63.21704519,Male,Jinja
63.20224719,Male,Jinja
63.18745612,Male,Jinja
63.15789474,Male,Jinja
63.15789474,Male,Jinja
63.14312442,Male,Jinja
62.67409471,Male,Jinja
62.28373702,Male,Jinja
59.98666963,Male,Jinja
59.97334518,Male,Jinja
59.86696231,Male,Jinja
59.85369098,Male,Jinja
59.69489277,Male,Jinja
59.65532479,Male,Jinja
59.64214712,Male,Jinja
59.56320318,Male,Jinja
59.53693495,Male,Jinja
56.90200211,Male,Jinja
56.87802823,Male,Jinja
56.59190945,Male,Jinja
56.55634688,Male,Jinja
56.4735411,Male,Jinja
51.42857143,Male,Jinja
51.41877738,Male,Jinja
83.53960396,Female,Jinja
83.28192474,Female,Jinja
83.12807882,Female,Jinja
83.10249307,Female,Jinja
83.07692308,Female,Jinja
82.97480025,Female,Jinja
82.82208589,Female,Jinja
82.74593932,Female,Jinja
82.69525268,Female,Jinja
78.85514019,Female,Jinja
77.25321888,Female,Jinja
77.18696398,Female,Jinja
77.18696398,Female,Jinja
77.16490426,Female,Jinja
77.16490426,Female,Jinja
76.83551508,Female,Jinja
76.79180887,Female,Jinja
76.61748014,Female,Jinja
75.56675063,Female,Jinja
74.87520799,Female,Jinja
74.38016529,Female,Jinja
73.97260274,Female,Jinja
73.7704918,Female,Jinja
72.89416847,Female,Jinja
72.07688201,Female,Jinja
71.96162047,Female,Jinja
71.94244604,Female,Jinja
71.86585041,Female,Jinja
71.84672698,Female,Jinja
71.637039,Female,Jinja
71.56109197,Female,Jinja
71.54213037,Female,Jinja
71.54213037,Female,Jinja
71.46638433,Female,Jinja
71.46638433,Female,Jinja
71.05263158,Female,Jinja
70.03891051,Female,Jinja
68.94790603,Female,Jinja
67.80512305,Female,Jinja
67.61833208,Female,Jinja
67.61833208,Female,Jinja
67.6014021,Female,Jinja
67.5,Female,Jinja
67.43256743,Female,Jinja
67.43256743,Female,Jinja
67.38208136,Female,Jinja
67.36526946,Female,Jinja
67.28133566,Female,Jinja
67.14747575,Female,Jinja
67.11409396,Female,Jinja
66.99751861,Female,Jinja
66.99751861,Female,Jinja
66.51884701,Female,Jinja
63.98104265,Female,Jinja
63.63422107,Female,Jinja
63.61922714,Female,Jinja
63.60424028,Female,Jinja
63.58926048,Female,Jinja
63.57428773,Female,Jinja
63.55932203,Female,Jinja
63.54436338,Female,Jinja
63.54436338,Female,Jinja
63.49952963,Female,Jinja
63.49952963,Female,Jinja
63.42494715,Female,Jinja
63.38028169,Female,Jinja
63.35053965,Female,Jinja
63.32082552,Female,Jinja
63.21704519,Female,Jinja
63.20224719,Female,Jinja
63.128361,Female,Jinja
63.128361,Female,Jinja
63.08411215,Female,Jinja
63.08411215,Female,Jinja
63.08411215,Female,Jinja
63.06937631,Female,Jinja
61.36363636,Female,Jinja
60.85192698,Female,Jinja
60.68779501,Female,Jinja
60,Female,Jinja
59.94671403,Female,Jinja
59.94671403,Female,Jinja
59.80066445,Female,Jinja
59.64214712,Female,Jinja
59.57634598,Female,Jinja
57.5815739,Female,Jinja
57.2519084,Female,Jinja
56.91399663,Female,Jinja
56.87802823,Female,Jinja
56.85407454,Female,Jinja
56.59190945,Female,Jinja
56.5681961,Female,Jinja
56.5681961,Female,Jinja
54.08653846,Female,Jinja
54.05405405,Female,Jinja
54,Female,Jinja
51.40898705,Female,Jinja
